,customer,response,coverage,education,effective_to_date,employment_status,gender,location_code,renew_offer_type,vehicle_size,customer_lifetime_value,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,total_claim_amount,day,month,year,claim_amount_bin,state_Arizona,state_California,state_Nevada,state_Oregon,state_Washington,marital_status_Divorced,marital_status_Married,marital_status_Single,policy_type_Corporate,policy_type_Personal,policy_type_Special,policy_number_L1,policy_number_L2,policy_number_L3,sales_channel_Agent,sales_channel_Branch,sales_channel_Call Center,sales_channel_Web,vehicle_class_Four-Door Car,vehicle_class_Luxury Car,vehicle_class_Luxury SUV,vehicle_class_SUV,vehicle_class_Sports Car,vehicle_class_Two-Door Car,coverage_ordinal,employment_status_ordinal,location_code_ordinal,vehicle_size_ordinal
14,IL66569,No,Basic,College,2011-01-18,Employed,M,Urban,Offer4,Medsize,5384.431665,83689,70,21,10,2,8,307.139132,18,1,2011,Q1,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,0,2,2,1
15,BW63560,No,Basic,Bachelor,2011-01-17,Employed,F,Rural,Offer2,Medsize,7463.139377,24599,64,12,50,1,2,42.920271,17,1,2011,Lower Bound,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,0,2,0,1
16,FV94802,No,Basic,High School or Below,2011-02-06,Medical Leave,M,Suburban,Offer2,Medsize,2566.867823,25049,67,14,7,0,1,454.245098,6,2,2011,Q3,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,0,0,1,1
17,OE15005,No,Basic,College,2011-01-05,Medical Leave,M,Suburban,Offer3,Medsize,3945.241604,28855,101,12,59,0,1,647.442031,5,1,2011,Upper Bound,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,0,0,1,1
18,WC83389,No,Basic,College,2011-02-27,Employed,M,Urban,Offer2,Medsize,5710.333115,51148,72,9,1,0,7,308.981664,27,2,2011,Q1,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,0,2,2,1
19,FL50705,No,Premium,High School or Below,2011-01-14,Employed,F,Suburban,Offer1,Small,8162.617053,66140,101,11,21,0,3,484.8,14,1,2011,Q3,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,2,2,1,0
20,ZK25313,No,Basic,High School or Below,2011-02-19,Employed,M,Suburban,Offer1,Medsize,2872.051273,57749,74,31,21,0,1,355.2,19,2,2011,Q1,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,0,2,1,1
21,SV62436,No,Extended,Bachelor,2011-01-21,Disabled,F,Suburban,Offer4,Medsize,3041.791561,13789,79,8,49,0,1,379.2,21,1,2011,Q1,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,1,0,1,1
22,YH23384,Yes,Basic,Bachelor,2011-01-26,Medical Leave,M,Suburban,Offer1,Medsize,24127.50402,14072,71,13,3,0,2,511.2,26,1,2011,Q3,True,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,0,0,1,1
23,TZ98966,No,Basic,Bachelor,2011-02-24,Unemployed,F,Suburban,Offer1,Medsize,2450.190996,0,73,4,44,3,1,554.376763,24,2,2011,Upper Bound,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,0,0,1,1
24,HM55802,No,Basic,Bachelor,2011-02-05,Disabled,F,Suburban,Offer2,Medsize,2392.10789,17870,61,30,91,0,1,439.2,5,2,2011,Q3,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,0,0,1,1
25,FS42516,No,Basic,College,2011-01-29,Employed,M,Suburban,Offer2,Large,5802.065978,97541,72,22,1,0,3,389.185006,29,1,2011,Q3,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,0,2,1,2
26,US89481,No,Premium,Bachelor,2011-02-28,Unemployed,F,Suburban,Offer1,Small,3946.372085,0,111,15,47,0,1,799.2,28,2,2011,Upper Bound,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,2,0,1,0
27,HO30839,No,Extended,Master,2011-02-12,Disabled,F,Urban,Offer1,Medsize,5346.916576,10511,139,33,64,0,1,516.237951,12,2,2011,Q3,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,1,0,2,1
28,GE62437,No,Premium,College,2011-02-02,Employed,F,Suburban,Offer1,Large,12902.56014,86584,111,33,54,2,2,532.8,2,2,2011,Q3,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,2,2,1,2
29,EJ77678,No,Extended,Master,2011-02-07,Employed,F,Suburban,Offer2,Small,3235.360468,75690,80,17,44,1,1,384.0,7,2,2011,Q3,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,1,2,1,0
30,SV85652,No,Basic,College,2011-02-28,Employed,M,Suburban,Offer4,Small,2454.58354,23158,63,4,6,1,1,322.294043,28,2,2011,Q1,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,0,2,1,0
31,UL64533,No,Extended,High School or Below,2011-01-22,Employed,M,Urban,Offer2,Medsize,18975.45611,65999,237,1,14,0,6,615.927769,22,1,2011,Upper Bound,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,1,2,2,1
32,PF41800,No,Basic,Bachelor,2011-01-25,Unemployed,M,Urban,Offer1,Medsize,4715.321344,0,65,19,56,0,3,308.15089,25,1,2011,Q1,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,0,0,2,1
33,AO98601,No,Basic,Bachelor,2011-01-18,Employed,M,Suburban,Offer1,Small,5018.885233,54500,63,28,17,0,6,302.4,18,1,2011,Q1,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,0,2,1,0
34,SK67821,No,Basic,Bachelor,2011-02-13,Employed,F,Rural,Offer3,Medsize,4932.916345,37260,62,19,42,0,8,15.437681,13,2,2011,Lower Bound,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,0,2,0,1
35,YV55495,No,Basic,High School or Below,2011-01-15,Employed,F,Urban,Offer1,Medsize,5744.229745,68987,71,11,40,0,6,204.475147,15,1,2011,Lower Bound,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,0,2,2,1
36,KY38074,No,Premium,Bachelor,2011-01-08,Employed,M,Suburban,Offer1,Small,13891.73567,42305,117,10,62,0,2,561.6,8,1,2011,Upper Bound,False,True,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,2,2,1,0
37,DM79012,No,Extended,Master,2011-02-06,Employed,F,Suburban,Offer2,Small,7380.976717,65706,91,19,86,0,8,436.8,6,2,2011,Q3,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,1,2,1,0
38,CM61827,No,Extended,Bachelor,2011-01-25,Unemployed,M,Suburban,Offer3,Small,3090.034104,0,90,7,79,0,1,648.0,25,1,2011,Upper Bound,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,1,0,1,0
39,WC35801,No,Basic,High School or Below,2011-02-07,Employed,M,Rural,Offer1,Medsize,2521.633095,53243,66,4,15,2,1,157.397849,7,2,2011,Lower Bound,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,0,2,0,1
40,QG25316,No,Basic,High School or Below,2011-01-18,Unemployed,F,Suburban,Offer3,Medsize,2652.061785,0,70,7,1,1,1,484.318536,18,1,2011,Q3,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,0,0,1,1
41,MB98372,Yes,Basic,College,2011-01-11,Employed,F,Rural,Offer2,Medsize,2771.045031,50071,71,3,32,0,1,18.918935,11,1,2011,Lower Bound,False,False,False,True,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,0,2,0,1
42,IL19217,Yes,Extended,Bachelor,2011-01-28,Employed,F,Suburban,Offer2,Small,3939.00637,60021,99,12,28,0,1,882.871945,28,1,2011,Upper Bound,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,1,2,1,0
43,SR38658,No,Basic,High School or Below,2011-02-08,Employed,M,Suburban,Offer4,Medsize,12231.87968,43244,103,15,16,0,2,494.4,8,2,2011,Q3,True,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,0,2,1,1
44,DH41343,No,Basic,College,2011-02-23,Employed,M,Suburban,Offer2,Large,2443.665166,92834,61,15,56,0,1,292.8,23,2,2011,Q1,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,0,2,1,2
45,HG65722,No,Premium,Doctor,2011-01-25,Disabled,F,Rural,Offer1,Medsize,12819.10289,10105,172,5,4,3,3,0.517753,25,1,2011,Lower Bound,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,2,0,0,1
46,BU27331,No,Basic,Bachelor,2011-01-31,Unemployed,M,Suburban,Offer3,Medsize,4468.510542,0,73,7,57,3,5,579.165954,31,1,2011,Upper Bound,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,0,0,1,1
47,XM45289,No,Basic,High School or Below,2011-01-02,Employed,F,Suburban,Offer4,Medsize,5514.344018,23218,71,7,10,0,4,447.79344,2,1,2011,Q3,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,0,2,1,1
48,KP34198,No,Extended,Bachelor,2011-02-07,Unemployed,F,Suburban,Offer2,Medsize,3343.875326,0,92,11,77,0,1,529.624084,7,2,2011,Q3,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,1,0,1,1
49,SH90947,No,Basic,High School or Below,2011-01-18,Unemployed,F,Suburban,Offer4,Medsize,2294.478927,0,62,11,56,0,1,313.023175,18,1,2011,Q1,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,0,0,1,1
50,WE95729,No,Basic,College,2011-01-17,Employed,M,Suburban,Offer1,Small,36707.42639,24804,104,1,28,0,2,593.830288,17,1,2011,Upper Bound,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,0,2,1,0
51,PY51963,Yes,Basic,Bachelor,2011-01-11,Employed,F,Suburban,Offer1,Medsize,33473.34946,33190,106,18,95,0,2,508.8,11,1,2011,Q3,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,0,2,1,1
52,RB69909,No,Basic,High School or Below,2011-02-21,Employed,F,Rural,Offer4,Medsize,7983.431709,36014,69,4,40,3,2,173.956072,21,2,2011,Lower Bound,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,0,2,0,1
53,XR95069,No,Basic,Bachelor,2011-02-16,Employed,M,Suburban,Offer4,Medsize,4854.745666,29834,64,19,44,0,3,307.2,16,2,2011,Q1,False,False,False,False,True,False,False,True,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,0,2,1,1
54,FR46645,No,Premium,Bachelor,2011-01-17,Disabled,M,Suburban,Offer1,Small,4293.997319,16701,113,20,26,0,1,831.625979,17,1,2011,Upper Bound,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,2,0,1,0
55,SY17488,No,Extended,College,2011-02-05,Employed,F,Suburban,Offer3,Small,7164.395543,46623,91,1,53,0,3,436.8,5,2,2011,Q3,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,1,2,1,0
56,AP67935,No,Basic,College,2011-02-13,Employed,M,Urban,Offer2,Medsize,7619.5158,64749,64,24,59,0,2,302.56519,13,2,2011,Q1,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,0,2,2,1
57,FS37417,No,Basic,High School or Below,2011-02-23,Unemployed,F,Suburban,Offer1,Small,3958.002823,0,101,29,12,0,1,484.8,23,2,2011,Q3,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,0,0,1,0
58,ML29312,No,Extended,High School or Below,2011-01-28,Disabled,F,Suburban,Offer1,Medsize,4499.493252,16969,124,34,47,2,1,704.768111,28,1,2011,Upper Bound,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,1,0,1,1
59,UB61619,No,Premium,Master,2011-02-28,Disabled,F,Suburban,Offer1,Medsize,4059.567414,11621,108,4,98,0,1,518.4,28,2,2011,Q3,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,2,0,1,1
60,CD86811,Yes,Basic,Bachelor,2011-01-02,Retired,M,Suburban,Offer1,Medsize,4458.113369,17622,65,1,36,1,3,312.0,2,1,2011,Q1,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,0,1,1,1
61,RU83859,No,Premium,Bachelor,2011-01-22,Medical Leave,F,Suburban,Offer1,Small,8110.333139,11489,105,4,50,0,6,504.0,22,1,2011,Q3,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,2,0,1,0
62,FG63582,No,Extended,Bachelor,2011-01-15,Unemployed,M,Suburban,Offer1,Small,3339.764873,0,94,20,53,0,1,863.327324,15,1,2011,Upper Bound,False,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,1,0,1,0
63,NN71951,No,Basic,High School or Below,2011-01-27,Employed,F,Rural,Offer1,Medsize,24261.01777,66525,100,0,86,0,2,104.331355,27,1,2011,Lower Bound,False,True,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,0,2,0,1
64,WB37082,No,Basic,Bachelor,2011-01-23,Unemployed,F,Suburban,Offer3,Large,6613.973653,0,63,21,28,0,2,676.391482,23,1,2011,Upper Bound,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,0,0,1,2
65,SM52139,No,Basic,College,2011-01-31,Employed,M,Suburban,Offer3,Medsize,2930.693543,33663,73,29,71,0,1,350.4,31,1,2011,Q1,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,0,2,1,1
66,FL82372,No,Basic,College,2011-01-26,Employed,F,Suburban,Offer1,Medsize,8672.194272,22547,112,7,60,0,3,537.6,26,1,2011,Q3,False,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,0,2,1,1
67,DP45816,No,Extended,High School or Below,2011-01-10,Employed,F,Urban,Offer4,Small,11638.66926,61486,97,5,65,0,2,465.258644,10,1,2011,Q3,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,1,2,2,0
68,GW33762,Yes,Extended,Bachelor,2011-01-27,Unemployed,F,Suburban,Offer1,Large,6846.150323,0,95,13,20,0,5,456.0,27,1,2011,Q3,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,1,0,1,2
69,RZ33670,No,Premium,College,2011-01-09,Disabled,F,Suburban,Offer3,Medsize,11727.77648,29879,102,17,0,0,2,500.254235,9,1,2011,Q3,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,2,0,1,1
70,PY70169,No,Basic,High School or Below,2011-02-24,Employed,M,Rural,Offer4,Medsize,22643.83478,93011,113,17,12,0,2,281.451042,24,2,2011,Q1,False,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,0,2,0,1
71,MO91628,No,Basic,Master,2011-02-11,Employed,M,Rural,Offer2,Large,2614.474305,65186,65,29,27,0,1,5.434505,11,2,2011,Lower Bound,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,0,2,0,2
72,HW87852,No,Basic,Master,2011-02-12,Medical Leave,M,Suburban,Offer1,Medsize,2451.752695,26840,64,1,47,2,1,307.2,12,2,2011,Q1,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,0,0,1,1
74,BN87372,Yes,Basic,Bachelor,2011-01-18,Employed,M,Suburban,Offer2,Medsize,4974.801539,75644,65,5,68,3,9,467.803638,18,1,2011,Q3,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,0,2,1,1
75,YX23800,No,Basic,Bachelor,2011-02-11,Employed,M,Suburban,Offer2,Small,8591.604933,38984,73,27,38,0,2,350.4,11,2,2011,Q1,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,0,2,1,0
76,DZ87709,No,Basic,High School or Below,2011-02-01,Employed,F,Rural,Offer2,Medsize,5592.161392,71811,71,17,48,0,6,29.03416,1,2,2011,Lower Bound,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,0,2,0,1
77,XW13033,No,Basic,College,2011-02-15,Employed,M,Suburban,Offer2,Medsize,8009.472833,20961,67,20,33,0,2,321.6,15,2,2011,Q1,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,0,2,1,1
78,LN31673,No,Extended,College,2011-02-06,Employed,M,Rural,Offer1,Medsize,11318.08982,38923,99,6,83,2,2,115.728852,6,2,2011,Lower Bound,False,False,False,False,True,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,1,2,0,1
79,OM82309,No,Basic,Bachelor,2011-02-27,Employed,M,Rural,Offer2,Small,58166.55351,61321,186,0,30,1,2,427.63121,27,2,2011,Q3,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,0,2,0,0
80,ZU35962,No,Extended,College,2011-01-26,Unemployed,F,Rural,Offer3,Large,8025.229358,0,77,20,26,0,2,25.807685,26,1,2011,Lower Bound,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,1,0,0,2
81,VH85817,Yes,Basic,High School or Below,2011-02-26,Employed,M,Suburban,Offer2,Medsize,5780.182197,51066,74,23,0,0,8,787.993313,26,2,2011,Upper Bound,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,0,2,1,1
82,DT85712,No,Basic,Doctor,2011-01-27,Employed,M,Suburban,Offer3,Medsize,4118.539113,34378,102,12,54,0,1,489.6,27,1,2011,Q3,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,0,2,1,1
83,YJ88573,No,Basic,Master,2011-01-16,Employed,M,Suburban,Offer2,Large,2523.07015,43072,63,35,15,0,1,302.4,16,1,2011,Q1,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,0,2,1,2
84,SQ19467,No,Extended,College,2011-01-27,Disabled,F,Suburban,Offer2,Small,6554.216396,25222,90,28,69,0,3,475.623251,27,1,2011,Q3,False,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,1,0,1,0
85,HF88410,No,Basic,High School or Below,2011-02-28,Employed,M,Suburban,Offer1,Medsize,7703.397294,36765,66,15,32,1,2,320.849072,28,2,2011,Q1,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,0,2,1,1
86,ET79815,Yes,Extended,College,2011-01-25,Retired,M,Suburban,Offer1,Medsize,5926.729379,23091,96,28,90,5,5,460.8,25,1,2011,Q3,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,1,1,1,1
87,QC35222,No,Basic,Bachelor,2011-01-01,Employed,F,Urban,Offer3,Medsize,2683.470677,48269,69,3,79,3,1,282.151207,1,1,2011,Q1,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,0,2,2,1
88,CJ15590,No,Basic,Bachelor,2011-02-01,Employed,F,Suburban,Offer3,Medsize,2695.182419,32720,67,13,12,0,1,321.6,1,2,2011,Q1,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,0,2,1,1
89,OI48267,Yes,Extended,College,2011-02-19,Employed,M,Suburban,Offer1,Medsize,6047.02516,20396,76,15,60,1,4,364.8,19,2,2011,Q1,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,1,2,1,1
90,JY67916,No,Premium,College,2011-01-27,Medical Leave,M,Suburban,Offer2,Small,13171.01282,21513,119,21,81,1,2,679.827592,27,1,2011,Upper Bound,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,2,0,1,0
91,OE75231,Yes,Extended,Bachelor,2011-02-27,Employed,F,Suburban,Offer2,Medsize,10656.88195,72540,88,7,3,0,2,631.743039,27,2,2011,Upper Bound,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,1,2,1,1
92,CZ33664,No,Basic,Bachelor,2011-01-17,Employed,F,Rural,Offer1,Medsize,2527.653796,80744,63,24,84,0,1,11.879037,17,1,2011,Lower Bound,False,False,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,0,2,0,1
93,WK30175,No,Basic,Bachelor,2011-02-10,Employed,M,Suburban,Offer1,Small,2672.095756,52822,67,23,88,0,1,350.529033,10,2,2011,Q1,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,0,2,1,0
94,ON44465,No,Extended,High School or Below,2011-01-24,Unemployed,F,Suburban,Offer1,Medsize,5313.294035,0,77,8,10,1,9,863.3947,24,1,2011,Upper Bound,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,1,0,1,1
95,TV87155,No,Basic,Bachelor,2011-02-24,Employed,F,Suburban,Offer1,Large,20946.19251,69738,74,2,26,1,2,492.127532,24,2,2011,Q3,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,0,2,1,2
96,KH48895,No,Basic,Master,2011-02-15,Medical Leave,F,Rural,Offer1,Medsize,8375.353929,17780,109,12,18,0,9,132.588288,15,2,2011,Lower Bound,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,0,0,0,1
97,NZ30757,No,Basic,Bachelor,2011-02-16,Medical Leave,M,Suburban,Offer1,Medsize,4801.661503,18107,62,29,11,0,8,297.6,16,2,2011,Q1,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,0,0,1,1
